"V0001";"V0002";"V1006";"V0010";"V0011";"V0502";"V0601";"V6036";"V6037"
"31";"43302";1;11.7451220659026;"3143302005001";1;"2";89;
"31";"43302";1;11.7451220659026;"3143302005001";18;"2";49;
"31";"43302";1;9.1792981613619;"3143302005001";2;"2";66;
"31";"43302";1;9.1792981613619;"3143302005001";1;"1";71;
"31";"43302";1;7.5283303581542;"3143302005001";1;"1";29;
"31";"43302";1;7.5283303581542;"3143302005001";18;"2";20;
"31";"43302";1;7.5283303581542;"3143302005001";4;"2";3;
"31";"43302";1;7.5283303581542;"3143302005001";2;"2";27;
"31";"43302";1;6.0283940050892;"3143302005001";5;"1";10;
"31";"43302";1;6.0283940050892;"3143302005001";1;"2";37;
"31";"43302";1;6.0283940050892;"3143302005001";5;"2";15;
"31";"43302";1;11.2176891298941;"3143302005001";5;"1";35;
"31";"43302";1;11.2176891298941;"3143302005001";1;"2";73;
"31";"43302";1;8.7394947918886;"3143302005001";1;"1";76;
"31";"43302";1;8.7394947918886;"3143302005001";2;"2";61;
"31";"43302";1;8.7394947918886;"3143302005001";10;"2";0;6
"31";"43302";1;8.7394947918886;"3143302005001";4;"2";33;
"31";"43302";1;8.7394947918886;"3143302005001";10;"2";5;
"31";"43302";1;8.7394947918886;"3143302005001";4;"2";37;
"31";"43302";1;8.6983239781472;"3143302005001";1;"2";57;
"31";"43302";1;10.3373674959055;"3143302005001";1;"2";58;
"31";"43302";1;10.3373674959055;"3143302005001";18;"2";65;
"31";"43302";1;10.3373674959055;"3143302005001";5;"2";27;
"31";"43302";1;10.3373674959055;"3143302005001";5;"1";35;
"31";"43302";1;2.6725105323506;"3143302005001";4;"2";1;
"31";"43302";1;2.6725105323506;"3143302005001";1;"1";42;
"31";"43302";1;2.6725105323506;"3143302005001";2;"2";29;
"31";"43302";1;2.6725105323506;"3143302005001";4;"2";17;
"31";"43302";1;2.6725105323506;"3143302005001";4;"1";16;
"31";"43302";1;9.9044662094219;"3143302005001";1;"1";90;
"31";"43302";1;9.9044662094219;"3143302005001";18;"2";19;
"31";"43302";1;9.9044662094219;"3143302005001";10;"1";15;
"31";"43302";1;9.9044662094219;"3143302005001";5;"1";54;
"31";"43302";1;9.9044662094219;"3143302005001";7;"2";38;
"31";"43302";1;9.9044662094219;"3143302005001";10;"2";6;
"31";"43302";1;9.3155314733009;"3143302005001";1;"2";25;
"31";"43302";1;9.5146736508219;"3143302005001";1;"2";35;
"31";"43302";1;9.5146736508219;"3143302005001";5;"1";19;
"31";"43302";1;14.1894962550041;"3143302005001";1;"2";43;
"31";"43302";1;14.1894962550041;"3143302005001";5;"2";11;
"31";"43302";1;14.1894962550041;"3143302005001";5;"1";15;
"31";"43302";1;14.1894962550041;"3143302005001";5;"1";19;
"31";"43302";1;10.3030719509158;"3143302005001";1;"1";71;
"31";"43302";1;3.5685793451052;"3143302005001";5;"1";16;
"31";"43302";1;3.5685793451052;"3143302005001";5;"1";13;
"31";"43302";1;3.5685793451052;"3143302005001";5;"2";21;
"31";"43302";1;3.5685793451052;"3143302005001";1;"1";51;
"31";"43302";1;3.5685793451052;"3143302005001";5;"2";24;
"31";"43302";1;3.5685793451052;"3143302005001";10;"2";0;0
"31";"43302";1;13.4063929493828;"3143302005001";1;"1";48;
"31";"43302";1;13.4063929493828;"3143302005001";4;"1";18;
"31";"43302";1;13.4063929493828;"3143302005001";2;"2";41;
"31";"43302";1;8.9427956176201;"3143302005001";1;"2";73;
"31";"43302";1;9.3101304317623;"3143302005001";12;"1";54;
"31";"43302";1;9.3101304317623;"3143302005001";8;"2";92;
"31";"43302";1;9.3101304317623;"3143302005001";1;"2";70;
"31";"43302";1;9.3101304317623;"3143302005001";14;"2";62;
"31";"43302";1;13.992254993097;"3143302005001";4;"1";19;
"31";"43302";1;13.992254993097;"3143302005001";4;"2";23;
"31";"43302";1;13.992254993097;"3143302005001";14;"2";17;
"31";"43302";1;13.992254993097;"3143302005001";2;"1";45;
"31";"43302";1;13.992254993097;"3143302005001";1;"2";49;
"31";"43302";1;13.992254993097;"3143302005001";4;"2";23;
"31";"43302";1;11.6524578378814;"3143302005001";2;"2";52;
"31";"43302";1;11.6524578378814;"3143302005001";4;"2";16;
"31";"43302";1;11.6524578378814;"3143302005001";4;"1";25;
"31";"43302";1;11.6524578378814;"3143302005001";1;"1";52;
"31";"43302";1;7.6359867962941;"3143302005001";1;"2";38;
"31";"43302";1;7.6359867962941;"3143302005001";5;"2";6;
"31";"43302";1;7.6359867962941;"3143302005001";5;"1";11;
"31";"43302";1;6.999460327941;"3143302005001";4;"1";13;
"31";"43302";1;6.999460327941;"3143302005001";4;"1";10;
"31";"43302";1;6.999460327941;"3143302005001";1;"2";40;
"31";"43302";1;6.999460327941;"3143302005001";2;"1";58;
"31";"43302";1;6.999460327941;"3143302005001";4;"2";12;
"31";"43302";1;10.8388310678714;"3143302005001";5;"2";43;
"31";"43302";1;10.8388310678714;"3143302005001";1;"2";70;
"31";"43302";1;11.8081538416393;"3143302005001";2;"2";26;
"31";"43302";1;11.8081538416393;"3143302005001";1;"1";24;
"31";"43302";1;12.8331586254414;"3143302005001";12;"1";27;
"31";"43302";1;12.8331586254414;"3143302005001";1;"2";21;
"31";"43302";1;11.4585668661465;"3143302005001";2;"2";33;
"31";"43302";1;11.4585668661465;"3143302005001";4;"1";16;
"31";"43302";1;11.4585668661465;"3143302005001";1;"1";40;
"31";"43302";1;11.4585668661465;"3143302005001";14;"1";27;
"31";"43302";1;11.4585668661465;"3143302005001";4;"1";10;
"31";"43302";1;6.2990996502181;"3143302005001";12;"1";14;
"31";"43302";1;6.2990996502181;"3143302005001";1;"2";23;
"31";"43302";1;6.2990996502181;"3143302005001";14;"2";19;
"31";"43302";1;9.3862548710742;"3143302005001";1;"2";52;
"31";"43302";1;9.3862548710742;"3143302005001";12;"1";45;
"31";"43302";1;9.3862548710742;"3143302005001";8;"2";89;
"31";"43302";1;10.2484156696649;"3143302005001";1;"1";54;
"31";"43302";1;8.9427956176201;"3143302005001";1;"2";72;
"31";"43302";1;12.3841407355607;"3143302005001";5;"2";23;
"31";"43302";1;12.3841407355607;"3143302005001";1;"2";52;
"31";"43302";1;12.3841407355607;"3143302005001";5;"1";20;
"31";"43302";1;7.8193090579723;"3143302005001";4;"2";19;
"31";"43302";1;7.8193090579723;"3143302005001";2;"2";54;
"31";"43302";1;7.8193090579723;"3143302005001";1;"1";54;
"31";"43302";1;7.8193090579723;"3143302005001";4;"2";23;
"31";"43302";1;21.414386752105;"3143302005001";4;"1";24;
"31";"43302";1;21.414386752105;"3143302005001";2;"2";56;
"31";"43302";1;21.414386752105;"3143302005001";1;"1";49;
"31";"43302";1;21.414386752105;"3143302005001";4;"1";20;
"31";"43302";1;9.3597706667658;"3143302005001";1;"1";47;
"31";"43302";1;9.3597706667658;"3143302005001";4;"2";15;
"31";"43302";1;9.3597706667658;"3143302005001";4;"2";17;
"31";"43302";1;9.3597706667658;"3143302005001";2;"2";53;
"31";"43302";1;6.4264139051393;"3143302005001";18;"2";52;
"31";"43302";1;6.4264139051393;"3143302005001";1;"2";73;
"31";"43302";1;9.0872849463204;"3143302005001";1;"2";20;
"31";"43302";1;9.0872849463204;"3143302005001";16;"2";20;
"31";"43302";1;9.0872849463204;"3143302005001";16;"2";19;
"31";"43302";1;9.0872849463204;"3143302005001";16;"2";24;
"31";"43302";1;9.4560518826414;"3143302005001";2;"2";56;
"31";"43302";1;9.4560518826414;"3143302005001";1;"1";71;
"31";"43302";1;9.4560518826414;"3143302005001";4;"1";30;
"31";"43302";1;3.4644648696126;"3143302005001";12;"2";53;
"31";"43302";1;3.4644648696126;"3143302005001";12;"2";51;
"31";"43302";1;3.4644648696126;"3143302005001";12;"1";56;
"31";"43302";1;3.4644648696126;"3143302005001";12;"2";55;
"31";"43302";1;3.4644648696126;"3143302005001";1;"1";61;
"31";"43302";1;3.4644648696126;"3143302005001";12;"2";50;
"31";"43302";1;10.6538256355054;"3143302005001";5;"1";34;
"31";"43302";1;10.6538256355054;"3143302005001";1;"2";74;
"31";"43302";1;13.3093258805726;"3143302005001";12;"1";26;
"31";"43302";1;13.3093258805726;"3143302005001";1;"1";30;
"31";"43302";1;10.5256402829101;"3143302005001";14;"1";19;
"31";"43302";1;10.5256402829101;"3143302005001";14;"1";19;
"31";"43302";1;10.5256402829101;"3143302005001";1;"1";44;
"31";"43302";1;9.6991216453603;"3143302005001";1;"1";27;
"31";"43302";1;9.6991216453603;"3143302005001";2;"2";26;
"31";"43302";1;6.5830176609574;"3143302005001";4;"2";23;
"31";"43302";1;6.5830176609574;"3143302005001";2;"2";54;
"31";"43302";1;6.5830176609574;"3143302005001";1;"1";57;
"31";"43302";1;12.5606595834109;"3143302005001";1;"1";63;
"31";"43302";1;12.5606595834109;"3143302005001";4;"1";37;
"31";"43302";1;12.5606595834109;"3143302005001";2;"2";60;
"31";"43302";1;11.1473885176001;"3143302005001";1;"1";38;
"31";"43302";1;8.6983239781472;"3143302005001";1;"2";54;
"31";"43302";1;11.6233205055169;"3143302005001";1;"2";66;
"31";"43302";1;11.6233205055169;"3143302005001";10;"1";18;
"31";"43302";1;11.6233205055169;"3143302005001";5;"2";43;
"31";"43302";1;1.000000000001;"3143302005001";1;"2";50;
"31";"43302";1;1.000000000001;"3143302005001";5;"2";28;
"31";"43302";1;1.000000000001;"3143302005001";10;"1";3;
"31";"43302";1;1.000000000001;"3143302005001";5;"2";25;
"31";"43302";1;1.000000000001;"3143302005001";5;"2";22;
"31";"43302";1;15.2533398952273;"3143302005001";1;"2";32;
"31";"43302";1;15.2533398952273;"3143302005001";5;"1";1;
"31";"43302";1;15.2533398952273;"3143302005001";14;"2";17;
"31";"43302";1;15.2533398952273;"3143302005001";18;"2";22;
"31";"43302";1;15.2533398952273;"3143302005001";12;"1";27;
"31";"43302";1;15.2533398952273;"3143302005001";12;"2";34;
"31";"43302";1;11.7278093192814;"3143302005001";4;"1";12;
"31";"43302";1;11.7278093192814;"3143302005001";4;"2";18;
"31";"43302";1;11.7278093192814;"3143302005001";2;"2";40;
"31";"43302";1;11.7278093192814;"3143302005001";1;"1";42;
"31";"43302";1;10.090931901074;"3143302005001";1;"2";64;
"31";"43302";1;6.6708855446122;"3143302005001";12;"2";79;
"31";"43302";1;6.6708855446122;"3143302005001";1;"2";71;
"31";"43302";1;11.5960863082728;"3143302005001";1;"2";40;
"31";"43302";1;11.5960863082728;"3143302005001";2;"1";44;
"31";"43302";1;11.5960863082728;"3143302005001";5;"2";17;
"31";"43302";1;11.5960863082728;"3143302005001";5;"1";19;
"31";"43302";1;11.5960863082728;"3143302005001";4;"2";13;
"31";"43302";1;5.9128608626069;"3143302005001";1;"1";37;
"31";"43302";1;5.9128608626069;"3143302005001";4;"2";3;
"31";"43302";1;5.9128608626069;"3143302005001";4;"2";0;0
"31";"43302";1;5.9128608626069;"3143302005001";2;"2";25;
"31";"43302";1;9.1792981613619;"3143302005001";2;"2";67;
"31";"43302";1;9.1792981613619;"3143302005001";1;"1";72;
"31";"43302";1;10.7250980985541;"3143302005001";4;"1";2;
"31";"43302";1;10.7250980985541;"3143302005001";2;"1";29;
"31";"43302";1;10.7250980985541;"3143302005001";1;"2";26;
"31";"43302";1;8.6895350372726;"3143302005001";16;"2";22;
"31";"43302";1;8.6895350372726;"3143302005001";1;"1";32;
"31";"43302";1;8.6895350372726;"3143302005001";2;"2";27;
"31";"43302";1;8.6895350372726;"3143302005001";4;"1";4;
"31";"43302";1;10.4909479401395;"3143302005001";1;"1";27;
"31";"43302";1;10.4909479401395;"3143302005001";2;"2";24;
"31";"43302";1;8.6983239781472;"3143302005001";1;"2";56;
"31";"43302";1;9.8366521229513;"3143302005001";1;"2";37;
"31";"43302";1;5.7237775381831;"3143302005001";4;"1";25;
"31";"43302";1;5.7237775381831;"3143302005001";4;"2";30;
"31";"43302";1;5.7237775381831;"3143302005001";4;"2";29;
"31";"43302";1;5.7237775381831;"3143302005001";16;"2";55;
"31";"43302";1;5.7237775381831;"3143302005001";1;"2";53;
"31";"43302";1;5.7237775381831;"3143302005001";2;"1";77;
"31";"43302";1;5.7237775381831;"3143302005001";10;"2";0;4
"31";"43302";1;5.7237775381831;"3143302005001";10;"1";11;
"31";"43302";1;5.7237775381831;"3143302005001";10;"2";10;
"31";"43302";1;10.3274344448158;"3143302005001";1;"1";62;
"31";"43302";1;10.3274344448158;"3143302005001";2;"2";60;
"31";"43302";1;8.031161877908;"3143302005001";1;"1";78;
"31";"43302";1;8.031161877908;"3143302005001";2;"2";72;
"31";"43302";1;13.7700397951912;"3143302005001";1;"1";46;
"31";"43302";1;13.7700397951912;"3143302005001";2;"2";42;
"31";"43302";1;7.3855431986734;"3143302005001";4;"2";0;5
"31";"43302";1;7.3855431986734;"3143302005001";2;"2";25;
"31";"43302";1;7.3855431986734;"3143302005001";1;"1";27;
"31";"43302";1;8.9427956176201;"3143302005001";1;"2";79;
"31";"43302";1;8.9427956176201;"3143302005001";1;"2";84;
"31";"43302";1;10.2484156696649;"3143302005001";1;"1";52;
"31";"43302";1;8.0339380241658;"3143302005001";5;"2";14;
"31";"43302";1;8.0339380241658;"3143302005001";1;"2";51;
"31";"43302";1;3.520773626971;"3143302005001";4;"2";23;
"31";"43302";1;3.520773626971;"3143302005001";4;"1";19;
"31";"43302";1;3.520773626971;"3143302005001";4;"2";24;
"31";"43302";1;3.520773626971;"3143302005001";2;"2";51;
"31";"43302";1;3.520773626971;"3143302005001";1;"1";56;
"31";"43302";1;5.401507501901;"3143302005001";5;"2";24;
"31";"43302";1;5.401507501901;"3143302005001";5;"1";22;
"31";"43302";1;5.401507501901;"3143302005001";10;"2";2;
"31";"43302";1;5.401507501901;"3143302005001";1;"2";56;
"31";"43302";1;5.401507501901;"3143302005001";5;"2";28;
"31";"43302";1;10.0222307015986;"3143302005001";1;"2";18;
"31";"43302";1;11.6529685726188;"3143302005001";5;"1";52;
"31";"43302";1;11.6529685726188;"3143302005001";5;"1";54;
"31";"43302";1;11.6529685726188;"3143302005001";1;"2";75;
"31";"43302";1;9.8917750399981;"3143302005001";10;"1";1;
"31";"43302";1;9.8917750399981;"3143302005001";10;"2";6;
"31";"43302";1;9.8917750399981;"3143302005001";5;"1";23;
"31";"43302";1;9.8917750399981;"3143302005001";5;"2";20;
"31";"43302";1;9.8917750399981;"3143302005001";1;"2";50;
"31";"43302";1;13.2166874408562;"3143302005001";1;"1";54;
"31";"43302";1;13.2166874408562;"3143302005001";4;"1";15;
"31";"43302";1;13.2166874408562;"3143302005001";6;"2";27;
"31";"43302";1;13.2166874408562;"3143302005001";2;"2";45;
"31";"43302";1;8.6983239781472;"3143302005001";1;"2";59;
"31";"43302";1;10.264387016503;"3143302005001";1;"1";72;
"31";"43302";1;10.264387016503;"3143302005001";2;"2";70;
"31";"43302";1;10.264387016503;"3143302005001";4;"1";35;
"31";"43302";1;9.0257122580634;"3143302005001";1;"2";78;
"31";"43302";1;9.0257122580634;"3143302005001";14;"1";53;
"31";"43302";1;9.0257122580634;"3143302005001";14;"1";15;
"31";"43302";1;9.0257122580634;"3143302005001";14;"2";17;
"31";"43302";1;9.0257122580634;"3143302005001";14;"2";41;
"31";"43302";1;9.7689534289446;"3143302005001";1;"2";66;
"31";"43302";1;9.7689534289446;"3143302005001";10;"1";19;
"31";"43302";1;8.9427956176201;"3143302005001";1;"2";81;
"31";"43302";1;8.5095383714959;"3143302005001";1;"1";49;
"31";"43302";1;8.5095383714959;"3143302005001";2;"2";55;
"31";"43302";1;8.5095383714959;"3143302005001";4;"2";24;
"31";"43302";1;8.5095383714959;"3143302005001";4;"2";22;
"31";"43302";1;8.5095383714959;"3143302005001";8;"2";88;
"31";"43302";1;8.5095383714959;"3143302005001";4;"2";25;
"31";"43302";1;8.5095383714959;"3143302005001";4;"1";21;
"31";"43302";1;11.7746945032304;"3143302005001";5;"2";19;
"31";"43302";1;11.7746945032304;"3143302005001";5;"1";17;
"31";"43302";1;11.7746945032304;"3143302005001";7;"1";21;
"31";"43302";1;11.7746945032304;"3143302005001";1;"2";55;
"31";"43302";1;11.7746945032304;"3143302005001";10;"1";0;7
"31";"43302";1;11.7442420531297;"3143302005001";1;"2";66;
"31";"43302";1;11.7442420531297;"3143302005001";5;"2";24;
"31";"43302";1;11.7442420531297;"3143302005001";18;"2";48;
"31";"43302";1;11.8740043449399;"3143302005001";1;"1";46;
"31";"43302";1;5.8127044406973;"3143302005001";1;"2";43;
"31";"43302";1;5.8127044406973;"3143302005001";5;"2";19;
"31";"43302";1;5.8127044406973;"3143302005001";5;"2";18;
"31";"43302";1;5.8127044406973;"3143302005001";5;"2";14;
"31";"43302";1;5.8127044406973;"3143302005001";5;"1";12;
"31";"43302";1;3.12642670364;"3143302005001";1;"2";22;
"31";"43302";1;3.12642670364;"3143302005001";16;"2";21;
"31";"43302";1;3.12642670364;"3143302005001";16;"2";19;
"31";"43302";1;3.12642670364;"3143302005001";16;"2";28;
"31";"43302";1;3.12642670364;"3143302005001";16;"2";22;
"31";"43302";1;15.1042920858511;"3143302005001";1;"1";52;
"31";"43302";1;15.1042920858511;"3143302005001";2;"2";44;
"31";"43302";1;15.1042920858511;"3143302005001";12;"1";47;
"31";"43302";1;13.7220031410122;"3143302005001";5;"2";7;
"31";"43302";1;13.7220031410122;"3143302005001";1;"2";32;
"31";"43302";1;12.0323194804076;"3143302005001";5;"1";4;
"31";"43302";1;12.0323194804076;"3143302005001";1;"2";33;
"31";"43302";1;12.5148530699371;"3143302005001";18;"2";18;
"31";"43302";1;12.5148530699371;"3143302005001";1;"1";22;
"31";"43302";1;11.7811605500061;"3143302005001";12;"2";29;
"31";"43302";1;11.7811605500061;"3143302005001";1;"2";33;
"31";"43302";1;11.7811605500061;"3143302005001";5;"2";9;
"31";"43302";1;8.9751188322325;"3143302005001";1;"1";44;
"31";"43302";1;8.9751188322325;"3143302005001";2;"2";42;
"31";"43302";1;8.9751188322325;"3143302005001";4;"1";3;
"31";"43302";1;8.9751188322325;"3143302005001";4;"2";12;
"31";"43302";1;8.9751188322325;"3143302005001";4;"1";11;
"31";"43302";1;8.9751188322325;"3143302005001";4;"1";18;
"31";"43302";1;9.5160871926777;"3143302005001";1;"1";45;
"31";"43302";1;9.5160871926777;"3143302005001";18;"2";19;
"31";"43302";1;9.5160871926777;"3143302005001";8;"2";69;
"31";"43302";1;14.5941896672186;"3143302005001";5;"1";8;
"31";"43302";1;14.5941896672186;"3143302005001";1;"2";35;
"31";"43302";1;14.1689325829566;"3143302005001";4;"1";34;
"31";"43302";1;14.1689325829566;"3143302005001";2;"2";56;
"31";"43302";1;14.1689325829566;"3143302005001";1;"1";56;
"31";"43302";1;14.1689325829566;"3143302005001";14;"1";44;
"31";"43302";1;11.7451220659026;"3143302005001";5;"2";46;
"31";"43302";1;11.7451220659026;"3143302005001";1;"2";73;
"31";"43302";1;7.5079970234245;"3143302005001";1;"2";56;
"31";"43302";1;7.5079970234245;"3143302005001";14;"2";15;
"31";"43302";1;7.5079970234245;"3143302005001";14;"2";16;
"31";"43302";1;7.5079970234245;"3143302005001";14;"2";18;
"31";"43302";1;9.3242168182533;"3143302005001";1;"1";40;
"31";"43302";1;9.3242168182533;"3143302005001";4;"1";12;
"31";"43302";1;9.3242168182533;"3143302005001";4;"1";15;
"31";"43302";1;9.3242168182533;"3143302005001";2;"2";35;
"31";"43302";1;10.9480646345028;"3143302005001";4;"1";29;
"31";"43302";1;10.9480646345028;"3143302005001";2;"1";37;
"31";"43302";1;10.9480646345028;"3143302005001";1;"2";37;
"31";"43302";1;10.9480646345028;"3143302005001";4;"2";21;
"31";"43302";1;10.9480646345028;"3143302005001";4;"2";23;
"31";"43302";1;6.7884616093974;"3143302005001";16;"2";38;
"31";"43302";1;6.7884616093974;"3143302005001";1;"2";27;
"31";"43302";1;6.7884616093974;"3143302005001";16;"2";20;
"31";"43302";1;19.7932109432327;"3143302005001";1;"2";67;
"31";"43302";1;19.7932109432327;"3143302005001";10;"1";23;
"31";"43302";1;19.7932109432327;"3143302005001";10;"1";19;
"31";"43302";1;19.7932109432327;"3143302005001";5;"2";46;
"31";"43302";1;13.6282636896841;"3143302005001";14;"1";6;
"31";"43302";1;13.6282636896841;"3143302005001";1;"2";22;
"31";"43302";1;13.6282636896841;"3143302005001";8;"2";52;
"31";"43302";1;13.6282636896841;"3143302005001";12;"2";24;
"31";"43302";1;10.3733725632099;"3143302005001";1;"2";76;
"31";"43302";1;10.3733725632099;"3143302005001";2;"1";77;
"31";"43302";1;5.4184555104973;"3143302005001";1;"1";55;
"31";"43302";1;5.4184555104973;"3143302005001";8;"2";81;
"31";"43302";1;5.4184555104973;"3143302005001";12;"2";51;
"31";"43302";1;10.5835250232113;"3143302005001";1;"1";30;
"31";"43302";1;4.1128354584524;"3143302005001";1;"2";94;
"31";"43302";1;4.1128354584524;"3143302005001";16;"2";84;
"31";"43302";1;4.1128354584524;"3143302005001";5;"2";57;
"31";"43302";1;14.9387761837884;"3143302005001";1;"1";40;
"31";"43302";1;14.9387761837884;"3143302005001";2;"2";42;
"31";"43302";1;14.9387761837884;"3143302005001";14;"2";10;
"31";"43302";1;14.9387761837884;"3143302005001";4;"2";12;
"31";"43302";1;14.9387761837884;"3143302005001";4;"1";20;
"31";"43302";1;12.67570467142;"3143302005001";12;"2";30;
"31";"43302";1;12.67570467142;"3143302005001";1;"1";30;
"31";"43302";1;9.195724028368;"3143302005001";18;"2";22;
"31";"43302";1;9.195724028368;"3143302005001";1;"1";83;
"31";"43302";1;8.5421599726126;"3143302005001";6;"2";11;
"31";"43302";1;8.5421599726126;"3143302005001";2;"2";27;
"31";"43302";1;8.5421599726126;"3143302005001";1;"1";35;
"31";"43302";1;9.8353600674779;"3143302005001";2;"2";38;
"31";"43302";1;9.8353600674779;"3143302005001";1;"1";41;
"31";"43302";1;9.8353600674779;"3143302005001";4;"2";18;
"31";"43302";1;9.8353600674779;"3143302005001";4;"2";16;
"31";"43302";1;21.2691346852487;"3143302005001";5;"1";5;
"31";"43302";1;21.2691346852487;"3143302005001";1;"2";31;
"31";"43302";1;21.2691346852487;"3143302005001";12;"2";30;
"31";"43302";1;21.2691346852487;"3143302005001";5;"1";1;
"31";"43302";1;7.6265321575702;"3143302005001";1;"1";54;
"31";"43302";1;7.6265321575702;"3143302005001";10;"2";4;
"31";"43302";1;7.6265321575702;"3143302005001";10;"2";5;
"31";"43302";1;7.6265321575702;"3143302005001";4;"2";17;
"31";"43302";1;7.6265321575702;"3143302005001";2;"2";46;
"31";"43302";1;7.6265321575702;"3143302005001";4;"2";25;
"31";"43302";1;10.090931901074;"3143302005001";1;"2";69;
"31";"43302";1;9.5094468796279;"3143302005001";1;"1";46;
"31";"43302";1;9.5094468796279;"3143302005001";2;"2";47;
"31";"43302";1;9.5094468796279;"3143302005001";4;"2";17;
"31";"43302";1;9.5094468796279;"3143302005001";4;"2";20;
"31";"43302";1;9.5094468796279;"3143302005001";14;"2";17;
"31";"43302";1;8.6983239781472;"3143302005001";1;"2";59;
"31";"43302";1;13.2474689397174;"3143302005001";1;"1";49;
"31";"43302";1;13.2474689397174;"3143302005001";8;"2";73;
"31";"43302";1;13.2474689397174;"3143302005001";14;"1";20;
